id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID241873,12.9798492,77.5749139,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL193833,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-11 05:13:46+00,,2024-01-11 05:41:28.365749+00,FKDEV00202,FKUSR00202,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL193833,MOTOR CYCLE,approved,2024-01-16 07:01:43.029+00
FKID169544,12.9772171,77.5765007,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0749,SCOOTER,,"[""NO PARKING""]",[113],2023-12-08 03:45:46+00,,2023-12-08 04:03:58.809925+00,FKDEV00645,FKUSR00625,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL0749,SCOOTER,approved,2023-12-08 22:54:29.415+00
FKID295248,12.9989163,77.5527302,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL230851,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-29 02:46:46+00,,2023-11-29 02:54:38.438989+00,FKDEV00819,FKUSR00789,19.0,Malleshwaram,True,BTP008 - Navarang Theatre,,,FKN00GL230851,SCOOTER,rejected,2023-11-29 21:40:33.758+00
FKID274769,12.9736424,77.5782122,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL216851,GOODS AUTO,,"[""NO PARKING""]",[113],2024-03-25 23:44:46+00,,2024-03-26 00:38:55.189195+00,FKDEV00044,FKUSR00044,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,2024-04-12 17:46:34.514906+00,,,,
FKID260688,12.9828936,77.603307,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL207060,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-01-21 05:27:46+00,,2024-01-21 06:43:48.510214+00,FKDEV00116,FKUSR00117,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL207060,PASSENGER AUTO,approved,2024-01-21 21:03:04.307+00
FKID064000,12.9334011,77.6910171,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL17792,SCOOTER,,"[""NO PARKING""]",[113],2024-02-23 04:12:46+00,,2024-02-23 04:15:35.966028+00,FKDEV00524,FKUSR00513,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID083507,12.9514754,77.7161499,"Sai Baba Temple Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL71971,SCOOTER,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2024-03-01 00:00:46+00,,2024-03-02 02:56:37.941728+00,FKDEV00230,FKUSR00176,39.0,Whitefield,True,No Junction,,,,,,
FKID216566,12.9832311,77.6093994,"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL132343,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-31 04:44:46+00,,2023-12-31 05:13:59.708838+00,FKDEV02547,FKUSR01111,16.0,Shivajinagar,True,No Junction,,,FKN00GL132343,SCOOTER,approved,2023-12-31 23:57:37.829+00
FKID000254,12.9963894,77.5843738,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0246,CAR,,"[""NO PARKING""]",[113],2023-11-30 06:03:46+00,,2023-11-30 10:21:16.511743+00,FKDEV00106,FKUSR00107,87.0,Sheshadripuram,True,BTP032 - Windsor Circle,,,FKN00GL0246,CAR,rejected,2023-11-30 20:14:42.273+00
FKID159902,13.0126921,77.5545461,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL132711,CAR,,"[""NO PARKING"",""DOUBLE PARKING""]","[113,109]",2023-11-16 03:34:46+00,,2023-11-16 04:34:13.295815+00,FKDEV00555,FKUSR00543,19.0,Malleshwaram,True,No Junction,,,FKN00GL132711,CAR,rejected,2023-11-16 20:39:48.892+00
FKID002141,13.0061083,77.7513267,"Ayyappaswamy Temple Road, SLV Greens Apartment, Kumbena Agrahara, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL2139,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 00:29:46+00,,2024-03-15 06:57:56.809536+00,FKDEV00059,FKUSR00059,84.0,Mahadevapura,True,No Junction,,2024-04-02 01:36:01.342323+00,FKN00GL2139,SCOOTER,approved,2024-04-15 01:19:07.807+00
FKID130702,12.9810417,77.610213,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL108992,PASSENGER AUTO,,"[""WRONG PARKING"",""REFUSE TO GO FOR HIRE""]","[112,124]",2024-03-28 02:49:46+00,,2024-03-28 02:53:12.702071+00,FKDEV00037,FKUSR00037,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-14 21:46:20.908001+00,,,,
FKID185565,12.9281144,77.5806902,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL152549,SCOOTER,,"[""NO PARKING""]",[113],2023-12-17 00:14:46+00,,2023-12-17 00:34:21.79192+00,FKDEV01122,FKUSR01069,25.0,Jayanagara,True,"BTP189 - New Diagonal Road, Jayanagar",,,FKN00GL152549,SCOOTER,approved,2023-12-18 01:12:07.7+00
FKID198647,12.9755702,77.5784658,"BB Naidu Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL162468,VAN,,"[""NO PARKING""]",[113],2023-12-22 19:55:46+00,,2023-12-22 21:04:24.529908+00,FKDEV00018,FKUSR00018,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL162468,VAN,approved,2023-12-22 21:13:52.102+00
FKID088382,13.071276,77.5875251,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL75874,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-04 06:47:46+00,,2024-03-04 06:50:20.477149+00,FKDEV00021,FKUSR00021,,Kodigehalli,False,No Junction,,,,,,
FKID152771,12.9900597,77.5930395,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL29165,CAR,,"[""NO PARKING""]",[113],2023-11-14 03:23:46+00,,2023-11-14 03:39:19.24747+00,FKDEV00276,FKUSR00275,11.0,High ground,True,No Junction,,,FKN00GL29165,CAR,approved,2023-11-15 21:22:38.458+00
FKID035930,12.9228971,77.651394,"27th Main Road, HSR Layout 27th Main Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL32653,CAR,,"[""NO PARKING""]",[113],2024-02-11 05:05:46+00,,2024-02-11 05:09:16.539297+00,FKDEV01039,FKUSR00995,45.0,HSR Layout,True,No Junction,,,,,,
FKID205590,12.9769329,77.5887436,"D Devaraj Urs Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL167680,SCOOTER,,"[""NO PARKING""]",[113],2023-11-27 00:24:46+00,,2023-11-27 00:25:46.550386+00,FKDEV00265,FKUSR00264,2.0,Cubbon Park,True,BTP037 - KR Circle,,,FKN00GL167680,SCOOTER,approved,2023-11-27 21:36:42.352+00
FKID097184,12.9659101,77.5745391,"Police Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL82886,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-24 18:02:46+00,,2024-02-24 18:13:09.058463+00,FKDEV00496,FKUSR00487,28.0,City Market,True,"BTP083 - AS Char Street, Mysore Road",,,,,,
FKID056120,12.9328796,77.6914805,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL49689,CAR,,"[""NO PARKING""]",[113],2024-02-20 02:51:46+00,,2024-02-20 03:08:47.837472+00,FKDEV00189,FKUSR00189,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID130087,12.9836597,77.5597606,"59th Cross Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL108488,CAR,,"[""NO PARKING""]",[113],2024-03-23 06:09:46+00,,2024-03-27 21:15:41.185237+00,FKDEV00294,FKUSR00293,6.0,Rajajinagar,True,BTP010 - Rajajinagar Entrance,,2024-04-14 02:04:24.382559+00,,,,
FKID268820,12.9979275,77.551639,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL212753,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-01-27 03:42:46+00,,2024-01-27 05:56:40.26109+00,FKDEV00067,FKUSR00067,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,,FKN00GL212753,PASSENGER AUTO,approved,2024-01-29 23:16:02.059+00
FKID250631,12.9873178,77.7348321,"Whitefield Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",FKN00GL200081,SCOOTER,,"[""PARKING ON FOOTPATH"",""WRONG PARKING""]","[105,112]",2024-01-17 06:21:46+00,,2024-01-17 06:24:14.149177+00,FKDEV00156,FKUSR00156,39.0,Whitefield,True,No Junction,,,FKN00GL200081,SCOOTER,rejected,2024-01-19 06:16:23.271+00
FKID214412,13.0162233,77.530945,"Dr Rajkumar Puniya Bhoomi Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",FKN00GL174207,CAR,,"[""NO PARKING""]",[113],2023-12-27 21:26:46+00,,2023-12-30 22:10:34.524531+00,FKDEV00087,FKUSR00087,6.0,Rajajinagar,True,No Junction,,,FKN00GL174207,CAR,approved,2024-01-01 04:26:24.34+00
FKID163085,12.9833937,77.6033371,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL135082,PASSENGER AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-17 02:31:46+00,,2023-11-17 03:01:38.59323+00,FKDEV00089,FKUSR00089,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL135082,PASSENGER AUTO,rejected,2023-11-18 00:50:45.573+00
FKID101784,12.9198473,77.6001729,"Bannerghatta Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL86639,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-11 00:03:46+00,,2024-03-11 00:05:27.782708+00,FKDEV01606,FKUSR01515,31.0,Mico Layout,True,BTP128 - Gorappanapalya Junction,,2024-03-27 21:35:45.812019+00,FKN00GL86639,SCOOTER,rejected,2024-03-31 04:39:37.051+00
FKID010373,12.9793664,77.695106,"Outer Ring Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL9810,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-30 06:26:46+00,,2024-01-30 06:28:45.551328+00,FKDEV00273,FKUSR00272,84.0,Mahadevapura,True,No Junction,,,FKN00GL9810,SCOOTER,approved,2024-02-03 01:45:27+00
FKID199266,12.9721831,77.5769147,"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL162903,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-23 00:28:46+00,,2023-12-23 03:47:54.940225+00,FKDEV00009,FKUSR00009,28.0,City Market,True,BTP044 - Sagar Theatre Junction,,,FKN00GL162903,SCOOTER,approved,2023-12-23 22:25:51.806+00
FKID075860,12.9961619,77.6681598,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL65860,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING""]","[107,112,113]",2024-02-27 07:30:46+00,,2024-02-27 07:33:30.597464+00,FKDEV00648,FKUSR00628,34.0,Banaswadi,True,No Junction,,,,,,
FKID064404,13.18356281,77.67966248,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL56471,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING""]","[107,112,104]",2024-02-23 06:14:46+00,,2024-02-23 06:15:40.86041+00,FKDEV00216,FKUSR00216,40.0,Chikkajala,True,No Junction,,,,,,
FKID108136,12.9651052,77.5840794,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL91239,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-01 05:30:46+00,,2024-03-01 06:24:46.748317+00,FKDEV00880,FKUSR00847,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,,,,
FKID072434,12.9852371,77.5541077,"12th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL63051,SCOOTER,,"[""NO PARKING""]",[113],2024-02-26 02:02:46+00,,2024-02-26 03:58:04.810789+00,FKDEV00640,FKUSR00620,6.0,Rajajinagar,True,BTP061 - Bhashyam Circle,,,,,,
FKID228401,12.9514779,77.6075755,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",FKN00GL180698,CAR,,"[""NO PARKING""]",[113],2024-01-08 19:09:46+00,,2024-01-08 19:10:53.623686+00,FKDEV00860,FKUSR00829,8.0,Ashok Nagar,True,BTP132 - Anepalya Junction,,,FKN00GL180698,CAR,created1,2024-01-08 19:11:32.317+00
FKID285440,12.932164,77.5860461,"11th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL224150,CAR,,"[""WRONG PARKING""]",[112],2023-12-24 01:23:46+00,,2023-12-24 04:37:56.095478+00,FKDEV00542,FKUSR00506,25.0,Jayanagara,True,BTP218 - Syndicate Bank Junction,,,FKN00GL224150,CAR,approved,2023-12-24 23:57:07.264+00
FKID068214,12.9736669,77.5782457,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL59497,CAR,,"[""NO PARKING""]",[113],2024-02-08 06:51:46+00,,2024-02-18 02:19:20.732612+00,FKDEV00044,FKUSR00044,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID182563,12.964755,77.5548236,"8th Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL150270,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-23 04:30:46+00,,2023-11-23 04:35:40.995301+00,FKDEV00401,FKUSR00397,29.0,Magadi Road,True,No Junction,,,FKN00GL150270,PASSENGER AUTO,approved,2023-11-23 22:23:50.965+00
FKID002511,12.9499598,77.6996994,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL2508,FACTORY BUS,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-03-15 21:30:46+00,,2024-03-15 21:51:23.545838+00,FKDEV00168,FKUSR00168,13.0,HAL Old Airport,True,No Junction,,2024-04-02 17:39:28.967113+00,FKN00GL2508,FACTORY BUS,approved,2024-04-16 03:21:19.858+00
FKID231766,13.1842972,77.6797767,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL186794,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-07 21:30:46+00,,2024-01-07 21:58:03.989517+00,FKDEV02216,FKUSR02031,40.0,Chikkajala,True,No Junction,,,FKN00GL186794,MAXI-CAB,created1,2024-01-08 10:00:42.302+00
FKID262533,12.9795138,77.6067063,,FKN00GL134793,CAR,,"[""WRONG PARKING""]",[112],2024-01-14 06:57:46+00,,2024-01-14 06:59:17.255252+00,FKDEV00012,FKUSR00012,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL134793,CAR,approved,2024-01-15 00:21:02.387+00
FKID137387,13.0002377,77.6765818,"Krishnarajapuram Hanging Bridge, Outer Ring Road, B. Narayanapura, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",FKN00GL114487,CAR,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-24 22:08:46+00,,2023-12-03 02:23:31.462599+00,FKDEV00034,FKUSR00034,34.0,Banaswadi,True,No Junction,,,FKN00GL114487,CAR,approved,2023-12-03 19:02:47.712+00
FKID135733,12.9743888,77.5742679,"Dharmambudi Kere Road, Upparpet Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL113136,CAR,,"[""WRONG PARKING""]",[112],2023-12-02 07:17:46+00,,2023-12-03 05:37:52.079106+00,FKDEV00267,FKUSR00266,3.0,Upparpet,True,BTP043 - Upparpet Junction,,,FKN00GL113136,CAR,approved,2023-12-04 02:20:26.967+00
FKID015654,13.0992637,77.5771016,"Yelahanka New Town Main Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",FKN00GL14720,CAR,,"[""NO PARKING""]",[113],2024-01-23 22:35:46+00,,2024-01-23 22:37:21.13223+00,FKDEV00540,FKUSR00529,36.0,Yelahanka,True,No Junction,,,FKN00GL14720,CAR,approved,2024-01-28 01:38:09.596+00
FKID007138,12.9717596,77.6580692,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL6869,SCOOTER,,"[""NO PARKING""]",[113],2024-02-02 19:55:46+00,,2024-02-02 19:59:25.443674+00,FKDEV00895,FKUSR00860,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID087583,12.882135189410617,77.65005943588706,"11th Main Road, Filor House, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL75243,LGV,,"[""WRONG PARKING""]",[112],2024-03-02 22:45:46+00,,2024-03-03 22:28:12.874469+00,FKDEV00121,FKUSR00122,38.0,Electronic City,True,No Junction,,,,,,
FKID034965,13.070504,77.5874249,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL31783,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-02-10 21:52:46+00,,2024-02-10 21:54:03.314748+00,FKDEV00452,FKUSR00446,,Kodigehalli,True,No Junction,,,,,,
FKID250984,12.9800667,77.6139474,"Compensation Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL200318,CAR,,"[""NO PARKING""]",[113],2024-01-17 04:51:46+00,,2024-01-17 06:45:31.549994+00,FKDEV00041,FKUSR00041,16.0,Shivajinagar,True,No Junction,,,FKN00GL200318,CAR,approved,2024-01-17 20:17:06.989+00
FKID128636,12.9822542,77.6067144,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL107345,CAR,,"[""NO PARKING""]",[113],2024-03-24 05:15:46+00,,2024-03-26 21:25:13.169662+00,FKDEV00149,FKUSR00149,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-13 00:04:19.789697+00,,,,
FKID237533,12.9790402,77.5805233,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL190848,CAR,,"[""WRONG PARKING""]",[112],2024-01-10 03:32:46+00,,2024-01-10 03:34:36.601029+00,FKDEV00126,FKUSR00126,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL190848,CAR,approved,2024-01-12 04:48:38.991+00
FKID125239,12.975172,77.5764385,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL69490,SCOOTER,,"[""NO PARKING""]",[113],2023-12-25 02:16:46+00,,2023-12-25 02:35:19.358992+00,FKDEV00559,FKUSR00547,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID242884,12.9488823,77.5933031,"Hosur Road, Dr Ambedkar Social Welfare Association, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL194544,GOODS AUTO,,"[""NO PARKING""]",[113],2024-01-14 06:43:46+00,,2024-01-14 06:56:58.422493+00,FKDEV00332,FKUSR00331,32.0,Wilson Garden,True,BTP122 - Siddapura Junction,,,FKN00GL194544,GOODS AUTO,rejected,2024-01-15 00:32:16.103+00
FKID118943,12.887647509382006,77.64611009863125,"Concord Road, Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL20462,CAR,,"[""WRONG PARKING""]",[112],2024-03-10 05:04:46+00,,2024-03-10 06:19:10.142274+00,FKDEV00121,FKUSR00122,38.0,Electronic City,True,No Junction,,2024-03-27 15:55:09.224202+00,FKN00GL20462,CAR,rejected,2024-03-31 03:25:44.043+00
FKID180049,12.9591949,77.5765819,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL16542,GOODS AUTO,,"[""WRONG PARKING""]",[112],2023-12-13 07:45:46+00,,2023-12-13 08:01:36.51578+00,FKDEV00443,FKUSR00437,28.0,City Market,True,BTP104 - Medical College Circle,,,FKN00GL16542,GOODS AUTO,approved,2023-12-15 01:40:54.357+00
FKID088934,12.9909952,77.5723272,"South Central Road, Sirur Park Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL76343,SCOOTER,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2024-03-04 21:37:46+00,,2024-03-04 21:43:17.459128+00,FKDEV00937,FKUSR00899,87.0,Sheshadripuram,True,No Junction,,,,,,
FKID266183,12.9767305,77.5454776,"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL210857,SCOOTER,,"[""NO PARKING""]",[113],2024-01-16 05:47:46+00,,2024-01-16 06:04:07.890304+00,FKDEV00290,FKUSR00289,30.0,Vijayanagara,True,BTP068 - Veeresh Theatre Junction,,,FKN00GL210857,SCOOTER,approved,2024-01-22 23:50:31.774+00
FKID164812,12.9451886,77.571119,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL136357,SCOOTER,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-18 03:02:46+00,,2023-11-18 04:24:37.343485+00,FKDEV01828,FKUSR01705,7.0,Basavanagudi,True,BTP108 - Tagore Park Junction,,,FKN00GL136357,SCOOTER,rejected,2023-11-19 01:07:06.217+00
FKID266483,12.9338108,77.6907658,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL23596,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-01-16 03:06:46+00,,2024-01-16 04:10:20.407953+00,FKDEV00518,FKUSR00507,13.0,HAL Old Airport,True,No Junction,,,FKN00GL23596,SCOOTER,approved,2024-01-16 23:19:26.11+00
FKID098153,12.9613101,77.636059,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",FKN00GL83664,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-08 03:44:46+00,,2024-04-08 03:51:41.115841+00,FKDEV02345,FKUSR02137,17.0,Halasur,False,"BTP145 - Sri Hatti Maramma Circle, Domluru",,,,,,
FKID089466,12.9501062,77.6997607,"SGR Dental College Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL76758,CAR,,"[""NO PARKING""]",[113],2024-03-05 01:11:46+00,,2024-03-05 01:17:23.563232+00,FKDEV00653,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID297671,12.9875762,77.6181349,"Osborne Road, Meanee Avenue Layout, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL193774,SCOOTER,,"[""NO PARKING""]",[113],2023-11-18 23:09:46+00,,2023-11-18 23:19:38.333013+00,FKDEV00384,FKUSR00381,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL193774,SCOOTER,rejected,2023-11-20 11:28:35.386+00
FKID089105,12.9262474,77.6768037,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL72743,CAR,,"[""WRONG PARKING""]",[112],2024-03-04 22:40:46+00,,2024-03-04 22:45:44.758763+00,FKDEV00874,FKUSR00476,82.0,Bellandur,True,No Junction,,,,,,
FKID016245,12.9611225,77.57775,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL15268,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-23 01:19:46+00,,2024-01-23 01:36:11.731156+00,FKDEV00496,FKUSR00487,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL15268,SCOOTER,approved,2024-01-28 04:19:51.322+00
FKID198103,12.9633383,77.5772957,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL61157,PASSENGER AUTO,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2023-12-19 21:13:46+00,,2023-12-20 23:41:16.485627+00,FKDEV00397,FKUSR00393,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL61157,PASSENGER AUTO,approved,2023-12-22 01:34:10.185+00
FKID025417,12.9382174,77.5799216,"RV Road, Cauvery Circle, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL23501,CAR,,"[""NO PARKING""]",[113],2024-03-30 06:03:46+00,,2024-03-30 06:14:25.864641+00,FKDEV00155,FKUSR00155,7.0,Basavanagudi,True,"BTP186 - 9th Cross, 4th Main, Jayanagar",,2024-04-17 19:26:49.888732+00,,,,
FKID214267,12.9644826,77.5771114,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL174094,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-12-31 03:32:46+00,,2023-12-31 04:57:17.401582+00,FKDEV00392,FKUSR00388,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL174094,PASSENGER AUTO,approved,2023-12-31 22:47:56.236+00
FKID105956,13.0505079,77.5929247,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL89685,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 02:36:46+00,,2024-04-08 20:05:58.773489+00,FKDEV00762,FKUSR00734,,Kodigehalli,False,No Junction,,,,,,
